title,url,content,scraped_at
Top five tax changes for the wealthy in Trump's 'big beautiful bill',https://www.cnbc.com/2025/07/03/trump-big-beautiful-bill-top-five-tax-changes-for-the-wealthy.html,"The wealthy will likely see a host of new tax breaks in President Donald Trump's ""big beautiful bill,"" along with permanent extensions of many of the 2017 tax cuts, according to tax experts.
Taxpayers earning $1 million or more are expected tosee a boostin after-tax income of about 3% in the Senate version of Trump’s bill, according to the Tax Policy Center. That compares with thenationwide averageof about 2.5%. In dollar terms, millionaire earners will see an average after-tax income increase of $75,000 in 2026,according to the Tax Policy Center.
Virtually all the core provisions of the 2017 tax cut are expected to be extended in the final bill, which is expected to be approved by the House on Thursday, with some provisions becoming permanent. There are also several new tax breaks or benefits added in the bill that further lower tax bills for those at the top — especially for investors in small businesses.
Here are the five most important changes in the bill that affect high earners and the wealthy.
Surprisingly, the Senate bill largely follows the House's version of the state and local tax, or SALT, cap increase. The existing $10,000 cap on SALT deductions willrise to $40,000for those making less than $500,000, with the income threshold rising 1% a year. Initially the Senate was opposed to a change that largely benefits blue-state top earners. Yet after threats from the House, the Senate agreed to the $40,000 level.
Unlike the original House version of SALT, however, the Senate bill preserves a popular loophole to get around the cap. Dozens of states allow a workaround, called thepass-through entity tax, or PTET,that encourages pass-through owners and partners to avoid the cap at the state level. It benefits everyone from car dealers and dentists to accounting and law partners, but not employees of those firms.
The Inside Wealth newsletter by Robert Frank is your weekly guide to high-net-worth investors and the industries that serve them.
Subscribe here to get access today.
The initial House version of the bill eliminated the loophole benefit for service industries and most white-collar firms, such as accountants, lawyers and doctors, according to Kyle Pomerleau at the American Enterprise Institute. Yet the Senate didn’t follow the House change.
“The Senate version has no limitation on the workarounds,” Pomerleau said, “effectively allowing these taxpayers to utilize an unlimited SALT deduction.”
Entrepreneurs and investors in small businesses will cheer a change in qualified small business stock, or QSBS. Created during the Clinton administration and expanded under President Barack Obama, the program is designed to encourage investments and creation of small companies. Under current law, investors or owners of a qualifying C Corp for more than five years get reductions in capital gains taxes when they sell. A qualifying company is defined as a “small business” if its total assets are $50 million or less. When a business is sold, owners or investors are exempt from capital gains taxes up to $10 million, or 10 times the original basis of the investment, whichever is greater.
The Senate bill raises the threshold to qualify as a “small business” from $50 million to $75 million. It also increases the exclusion from $10 million to $15 million, and it creates a new, tiered system for allowing tax breaks for those who want to sell before five years.
Justin Miller, partner and national director of wealth planning at Evercore, said the new rules would allow an investor to put $74.9 million into a small business and have up to $749 million exempt from capital gains if it sold for more than 10 times the original basis.
“It’s encouraging wealthy investors in qualified small businesses with enormous potential,” Miller said.
Like the version the House put forward, the Senate bill makes the estate tax permanent, which in Washington means it won’t have a built-in expiration date. The exemption would increase to $15 million per estate or $30 million for couples, and the exemption will be indexed for inflation.
For the ultra-wealthy, the estate tax is the most important of all the major tax code provisions. So having some stability, at least until the next election, will make for calmer estate planning and gifts.
The Senate bill includes a limit on the value of itemized deductions that was also included in the original House bill. Only about 10% of Americans — mostly the wealthy — still itemize their taxes, since the standard deduction is now $15,000 for single filers and $30,000 for joint filers. Under both the House and Senate versions, taxpayers in the top bracket will have to subtract 2/37th from the value of each dollar deducted over the threshold. The net effect is that top taxpayers will only get a deduction benefit of 35 cents for every dollar, rather than 37 cents.
There’s good news and bad news for charitable giving, depending on your income level. For lower- and middle-income earners, the Senate bill includes a provision to encourage more charitable giving by the 90% of Americans who no longer itemize. The 2017 tax cuts doubled the standard deduction, eliminating the incentive for the vast majority of taxpayers to itemize and claim the charitable deduction. The Senate bill allows taxpayers to take the standard deduction and still claim a charitable deduction of up to $1,000 for single filers and $2,000 for married joint filers.
Yet for wealthy donors, who now account for the majority of charitable giving, the Senate bill is decidedly uncharitable. It decreases the value of the charitable deduction for high-income taxpayers by capping itemized deductions and sets a new floor of 0.5% of adjusted gross income for the itemized charitable deduction.
So someone with $1 million in adjusted gross income wouldn’t get a tax break on the first $5,000 of donations.",2025-07-03 18:18:03.150853
"IPO market gets boost from Circle's 500% surge, sparking optimism that drought is over",https://www.cnbc.com/2025/07/03/ipo-market-boost-from-circle-500percent-surge-vcs-say-drought-may-be-ending.html,"For over three years, venture capital firms have been waiting for this moment.
Tech IPOs came to avirtual standstillin early 2022 due to soaring inflation and rising interest rates, while big acquisitions were mostly off the table as increased regulatory scrutiny in the U.S. and Europe turned away potential buyers.
Though it's too soon to say those days are entirely in the past, the first half of 2025 showed signs of momentum, with June in particular producing much-needed returns for Silicon Valley's startup financiers. In all, there were five tech IPOs last month, accelerating from a monthly average of two since January, according to data from CB Insights.
Highlighting that group was crypto companyCircle, which more than doubled in its New York Stock Exchangedebuton June 5, and is now up sixfold from its IPO price for a market cap of $42 billion. The stock got abig boostin mid-June after the Senate passed the GENIUS Act, which would establish a federal framework for U.S. dollar-pegged stablecoins.
Venture firms General Catalyst, Breyer Capital and Accel now own a combined $8 billion worth of Circle stock even after selling a fraction of their holdings in the offering. Silicon Valley stalwarts Greylock, Kleiner Perkins and Sequoia Capital are set to soon profit from Figma's IPO, after the design software vendor filed itspublic prospectuson Tuesday. Since its $20 billion acquisition agreement withAdobewasscrappedin late 2023, Figma has been one of the most hotly anticipated IPOs in startup land.
It's ""refreshing and something that we've been waiting for for a long time,"" said Eric Hippeau, managing partner at early-stage venture firm Lerer Hippeau, regarding the exit environment. ""I'm not sure that we are confident that this can be a sustained trend yet, but it's been very encouraging.""
Another positive sign for the industry the past couple months was the performance of artificial infrastructure providerCoreWeave, whichwent publicin late March. The stock was relatively stagnant for its first month on the market but shot up 170% in May and another 47% in June.
For venture firms, long considered the lifeblood of risky tech startups, IPOs are essential in order to generate profits for the university endowments, foundations and pension funds that allocate a portion of their capital to the asset class. Without handsome returns, there's little incentive for limited partners to put money into future funds.
After a record year in 2021, which saw 155 U.S. venture-backed IPOs raise $60.4 billion, according todatafrom University of Florida finance professor Jay Ritter, every year since has been relatively dismal. There were 13 such offerings in 2022, followed by 18 in 2023 and 30 last year, collectively raising $13.3 billion, Ritter's data shows.
The slowdown followed the Federal Reserve's aggressive rate-hiking campaign in 2022, meant to slow crippling inflation. As the lower-growth environment extended into years two and three, venture firms faced increasing pressure to return cash to investors.
In its2024 yearbook, the National Venture Capital Association said that even with a 34% increase in U.S. VC exit value last year to $98 billion, that number is 87% below the 2021 peak and less than half the average for the four years from 2017 through 2020. It's a troubling dynamic for the 58,000 venture-backed companies that have raised a total of $947 billion from investors, according to the annual report, which is produced by the NVCA and PitchBook.
""This backlog of liquidity drought risks creating a 'zombie company' cohort — businesses generating operational cash flow but lacking credible exit prospects,"" the report said.
Other than Circle, the latest crop of IPOs mostly consists of smaller and lesser-known brands. Health-tech companiesHinge HealthandOmada Healthare valued at about $3.5 billion and $1 billion, respectively.Etoro, an online trading platform, has a market cap of just over $5 billion. Online banking providerChime Financialhas a higher profile due largely to a years-long marketing blitz and is valued at close to $11.5 billion.
Meanwhile, the highest valued private companies like SpaceX, Stripe and Databricks remain on the sidelines, and AI highfliers OpenAI and Anthropic continue to raise massive amounts of cash with no intention of going public anytime soon.
Still, venture capitalists told CNBC that there are plenty of companies with the financial metrics to be public, and that more of them are readying for the process.
""The IPO market is starting to open and the VC world is cautiously optimistic,"" said Rick Heitzmann, a partner at venture firm FirstMark in New York. ""We are preparing companies for the next wave of public offerings.""
There are other ways to make money in the meantime. Secondary sales, a process that involves selling private shares to new investors, are on the rise, allowing early employees and investors to get some liquidity.
And then there's whatMark Zuckerbergis doing, as he tries to position his company at the center of AI innovation and development.
Last month,Metaannounceda $14 billion bet on Scale AI, taking a 49% stake in the AI startup in exchange for poaching founder Alexandr Wang and a small group of his top engineers. The deal effectively bought out half of the stock owned by investors, leaving them with the opportunity to make money on the rest of their holdings, should a future acquisition or IPO take place.
The deal is a big win for Accel, which led Scale AI's Series A round in 2017, and is poised to earn more than $2.5 billion in the transaction. Index Ventures led theSeries Bin 2018, and Peter Thiel's Founders Fund led the Series C the following year at avaluation of over $1 billion.
Investors now hope the Federal Reserve will move toward a rate-cutting campaign, though the central bank hasn't committed to one. There's also ongoing optimism that regulators will make going public less burdensome. Last week,Reuters reported, citing sources familiar with the matter, that U.S. stock exchanges and the SEC have discussed loosening regulations to make IPOs more enticing.
Mike Bellin, who headsconsulting firm PwC'sU.S. IPO practice, said he anticipates a diversity of IPOs across sectors in the second half of the year. According to data from PwC, pharma and fintech were among the most active sectors for deals through the end of May.
While the recent trend in IPO activity is an encouraging sign for investors, potential roadblocks remain.
Tariffs and geopolitical uncertaintydelayedIPO plans from companies including Klarna and StubHub in April. Neither has provided an update on when they plan to debut.
FirstMark's Heitzmann said the path forward is ""not at all clear,"" adding that he wants to see a strong quarter of economic stability and growth before confidently saying that the market is wide open.
Additionally, other than CoreWeave and Circle, recent tech IPOs haven't had big pops. Hinge Health, Chime and eToro have seen relatively modest gains from their offer price, while Omada Health is down.
But virtually any activity beats what VCs were experiencing the last few years. Overall, Hippeau said recent IPO trends are generally encouraging.
""There's starting to be kind of light at the end of the tunnel,"" Hippeau said.
WATCH:Uptick in VC-backed startup deals",2025-07-03 18:18:03.556435
Using options to trade this undervalued airline stock around earnings,https://www.cnbc.com/2025/07/03/using-options-to-trade-this-undervalued-airline-stock-around-earnings.html,,2025-07-03 18:18:03.968871
"A holistic doctor's daily habits for living longer, healthier",https://www.cnbc.com/2025/07/03/a-holistic-doctors-daily-habits-for-living-longer-healthier.html,,2025-07-03 18:18:05.420241
"Cramer sees jobs data as win for Powell over Trump — plus, possible stocks to trim",https://www.cnbc.com/2025/07/03/cramer-sees-jobs-data-as-a-win-for-feds-powell-over-trump-plus-possible-stocks-to-trim.html,,2025-07-03 18:18:06.521806
Essence Fest leads a summer of events for Black entrepreneurs amid economic woes,https://www.cnbc.com/2025/07/03/essence-fest-leads-a-summer-of-events-for-black-entrepreneurs.html,"In a year when the U.S. consumer has been weighed down by economic uncertainty, geopolitical tensions and inflation, Black entrepreneurs are eager to get to the Essence Festival of Culture to connect with their core customers.
""Essence Fest is like my Black Friday,"" said Rochelle Ivory, owner of beauty brand On the Edge Baby Hair. ""It is my biggest sales weekend of the year. It's where I make all the capital I reinvest in my business.""
Essence Fest kicks off on Friday, with roughly 500,000 people attending the event in New Orleans. It generates around $1 billion in economic activity, according to organizers.
""It's the cannot-miss event for us,"" said Brittney Adams, owner of eyewear brand Focus and Frame. She said this year Essence Fest is even more important because she's seen Black consumers pulling back on spending.
""I would say the uncertainty of just the economic and political climate — that's giving people a little bit of hesitancy. Should they save the money? Should they buy the things they want?"" Adams said.
Ivory said her sales are down roughly 30% year over year, but she's hopeful people come to New Orleans looking to spend their time and money in the festival marketplace.
""This could make or break some of us,"" she said. ""It's one of the few places where Black women, Black founders can really come together and be seen.""
The Global Black Economic Forum aims to bring visibility and create solutions for Black business owners at Essence Fest. This year speakers include Supreme Court Justice Ketanji Brown-Jackson and Maryland Gov. Wes Moore. Last year, then-Vice President Kamala Harris spoke.
""We intentionally curate a space that allows leaders to preserve, build and reimagine how we can collectively increase economic opportunity to thrive,"" said Alphonso David, CEO of the GBEF.
While many Black Americans express economic anxiety, the data is less clear.
In the first quarter of this year, according toFederal Reserve data,the median weekly salary for Black workers was $1,192 a 5% increase year over year. Black unemployment stood at 6% in the most recent jobs report, a historically low number, but still higher than the national average of 4.2%.
However, the data doesn't appear to fully reflect the sentiment for many Black Americans who are concerned about the political, cultural and economic shifts that have taken place since President Donald Trump's election.
""Never let a good crisis go to waste,"" said John Hope Bryant, founder and CEO of Operation Hope, one of the nation's largest non-profits focused on financial education and empowerment.
Bryant said he sees the concerns of Black Americans as an opportunity in the second half of 2025.
""This president has done something that hasn't been done since the 1960s, which is unify Black America. Wealth was created in the early 20thcentury because Blacks were forced to work together. But instead of Black Lives Matter, let's make Black capitalist matter,"" he said.
Pastor Jamal Bryant of New Birth Missionary Baptist Church has galvanized Black consumers with an organized boycott ofTargetthat began in February in response to the retailer's decision toroll back diversity, equity and inclusion initiatives.
Bryant said he is in discussions with Target but is ready to organize a longer-term boycott if the retailer does not fulfill thepromises it made to the Black communityafter the killing of George Floyd. He is urging Black Americans to use the estimated $2.1 trillion dollars in spending power forecast by 2026 todrive economic and political change.
""I would dare say that 'pocketbook protests' are a revolutionary activity,"" said Bryant.
""I think we have to be very selective in light of the 'Big Ugly Bill' that just passed and how it will adversely affect our community,"" he said, referencing Trump's megabill that passed through Congress this week.
Invest Fest, an event that blends commerce and culture created by financially focused media companyEarn Your Leisurekicks off in Atlanta in August.
Co-CEOs Rashad Bilal and Troy Millings said the event will remain focused on financial literacy, but this year they are emphasizing the urgent need for education and entrepreneurship in technology.
""It's definitely now or never, the time is now,"" said Bilal.
""The important thing this year is the way technology is going to disrupt a lot of career paths and the businesses, and we have to prepare for that, which is why AI is at the forefront of the conversation, crypto is at the forefront of the conversations, real estate as always and entrepreneurship,"" said Millings.
New this year is a partnership with venture capital firmOpen Opportunityand apitch competitionwhere an entrepreneur can win $125,000 in funding to scale their business.
""We need more businesses that can reach $100 million valuation to a $1 billion valuation, get on the stock market. The pathway to that 9 times out of 10 is technology,"" Bilal said.
The National Black MBA Association Conference in Houston in September will have a similar tone. The event is known for its career fair where the nation's largest companies recruit as well as for networking and vibrant social activities.
This year, interim CEO Orlando Ashford is working to establish artificial intelligence education and financial literacy as pillars of the event.
""Doing business as usual is not an option,"" Ashford told CNBC. ""AI is something I literally refer to as a tsunami of change that's on its way. All of us will be forced to pivot in some ways as it relates to AI. Those of us that are out in front, that embrace it and leverage it actually can turn it into a tremendous and powerful opportunity. Those that wait and ignore it will be overtaken by the wave.""",2025-07-03 18:18:06.944001
"S&P 500 hits new highs—how much $1,000 invested 20 years ago is worth today",https://www.cnbc.com/2025/07/03/how-much-1000-dollars-invested-in-the-sp-500-a-decade-ago-is-worth-today.html,,2025-07-03 18:18:07.858845
Best Stocks: An under-the-radar industrial forming a textbook cup-and-handle,https://www.cnbc.com/2025/07/03/best-stocks-an-under-the-radar-industrial-forming-a-textbook-cup-and-handle-pattern.html,,2025-07-03 18:18:08.254718
"Retail avoided worst case in Vietnam, but Trump trade deal could still hurt",https://www.cnbc.com/2025/07/03/retailers-respond-to-trump-vietnam-trade-deal.html,"The retail industry is breathing a sigh of relief after it appeared to avoidthe worst case scenarioon Vietnam tariffs.
But some executives believethe tentative trade dealPresidentDonald Trumpannounced Wednesday is still bad for business and could have a chilling effect on consumer spending.
""It's a lot better news than where we were on Liberation Day,"" one CEO of a popular consumer brand told CNBC afterTrump saidtariffs on Vietnamese imports would be 20%, down from the 46% levy he proposed on April 2, then later suspended. The new rate would be double the 10% duty currently in place.
Another executive called the news ""bad"" but agreed that a 20% tariff was better than the 46% duty Trump originally imposed, however unrealistic the proposed rate was.
""I guess Trump needs 'positive' news,"" a third executive said. ""I think things are going to evolve. Let's see if this is definitive.""
Trump's announcement on Wednesday came only days before the 90-day suspension of the steep tariffs he proposed in April expires next week, and as his administration scrambles to strike agreements with dozens of trading partners. Even so, he did not say when the deal with Vietnam would take effect, or whether both sides have agreed to the tariff rates.
In the months between Trump's April 2 tariff rollout and his announcement on Wednesday, retail executives in the apparel and footwear industries fretted over the potential that Vietnam imports could face tariffs nearly as high as the cumulative 55% duties for Chinese imports.
Over the last decade, some of America's top retailers, includingGap,American EagleandNike, have all reduced their reliance on China to shield themselves from both high tariffs and the region's geopolitical turbulence.
Manysought refuge in Vietnam, where the factories, some owned by Chinese businesses, are known to produce products at a similar quality and price as China. They also started manufacturing in other countries in southeast Asia, such as Cambodia, Bangladesh and Malaysia. Those countries were facing tariffs of 49%, 37% and 24%, respectively, under Trump's April plan, but are subject to a 10% duty for now.
Vietnam is now the second largest supplier for footwear, apparel and accessories sold into the U.S. market, according to the industry trade group the American Apparel & Footwear Association. It has become an essential part of the footwear supply chain, on pace to become the largest supplier of shoes to the U.S. in 2025, according to the Footwear Distributors and Retailers of America, another industry trade group.
If Trump's proposed 46% tariff on Vietnam had taken effect, it would mean much of the industry's work to leave China would have been for naught. Some companies are relieved the tentative deal would set the levy at 20% and the announcement agreement is also a sign that Cambodia, Malaysia and Bangladeshcould reach similar frameworks.
""Twenty percent is a sigh of relief,"" said Sonia Lapinsky, a partner and managing director at AlixPartners who advises fashion brands. ""There's some positivity and some optimism that this is manageable. So at least there's that. This isn't business destroying, which is great. However, this does have real implications, right?""
Most companies have plenty of tools to offset the impact of tariffs, such as working with their suppliers to share costs. But to avoid major hits to their profit margins, manyincluding Nikeare planning to raise prices. It's still unclear how those hikes will affect consumer spending because it will take time for the increases to trickle down in the supply chain.
AlixPartners previously createdpricing modelsfor CNBC that examined how the price of Vietnamese-made sweaters and shoes could rise under Trump's proposed tariffs — if retailers do not pass any of the cost on to suppliers or shoppers. At a 10% levy, the cost of a $95 pair of men's shoes could rise by $7.42 to $102.42. With a 20% duty in place, the cost increase would be even larger.
Many executives worry any tariff hike of this magnitude will be bad for businesses and consumers. Paul Cosaro, the CEO of Picnic Time, a supplier to top retailers likeTarget,Kohl'sandMacy's, said if the clocks were wound back to April and Trump said there'd be a 20% tariff on Vietnamese imports, ""no one would've been happy.""
""There could be threats of a 46% tariff and you come back with 20 and it's going to sound better but… it's just more money coming out of the consumers' pockets at the end of the day and they have less money to spend on picnic baskets and coolers and things like that,"" said Cosaro, who raised his prices between 11% and 14% earlier this year to offset the cost of China tariffs.
""It's not good for the consumer. Ultimately, it's just increasing the prices … I don't think that's good news.""",2025-07-03 18:18:08.609684
"Stocks making the biggest moves midday: First Solar, CrowdStrike and more",https://www.cnbc.com/2025/07/03/stocks-making-the-biggest-moves-midday-fslr-crwd-ddog-hood.html,,2025-07-03 18:18:09.235702
"Apple may be due for an imminent jump, according to the charts",https://www.cnbc.com/2025/07/03/apple-may-be-due-for-an-imminent-jump-according-to-the-charts.html,,2025-07-03 18:18:09.637496
CNBC Sport: Why the WNBA needs the rich to get richer,https://www.cnbc.com/2025/07/03/cnbc-sport-why-the-wnba-needs-the-rich-to-get-richer.html,,2025-07-03 18:18:10.719461
Here's where the jobs are for June 2025 — government sector leads the way,https://www.cnbc.com/2025/07/03/heres-where-the-jobs-are-for-june-2025.html,"State and local government job growth powered the U.S. labor market's expansion in June.
Government jobs saw the largest month-over-month sector growth at 73,000, according to data from the federal Bureau of Labor Statistics released Thursday. That means government jobs accounted for about half of the147,000 totalnonfarm payroll growth in June.
""Government at the state and local levels did much of the hiring in June,"" said Mark Hamrick, senior economic analyst at Bankrate. That helped ""the total payrolls number to top expectations,"" he said.
State government payrolls grew by 47,000, while local governments added 33,000 jobs. The bulk of those new jobs on both levels were in education, the data shows.
On the other hand, the federal government payroll shrank by 7,000 jobs in the month. That's unsurprising given the continuedfocus on government job-cutting initiativesunder President Donald Trump.
Bankrate's Hamrick warned that it would be hard for state and local governments to sustain such strong growth.
Health care and social assistance saw the next biggest monthly growth, adding more than 58,000 positions. Paired with government, the two sectors accounted for nearly 9 out of 10 new jobs on balance in June.
Leisure and hospitality and construction were also among industries seeing payrolls expand significantly in the month, according to the BLS data.
But labor force growth was capped by constriction in several sectors. Professional and business services, manufacturing and wholesale trade each lost around 7,000 net jobs in June.",2025-07-03 18:18:11.132941
These are JPMorgan’s favorite stocks heading into July,https://www.cnbc.com/2025/07/03/these-are-jpmorgans-favorite-stocks-heading-into-july.html,,2025-07-03 18:18:12.563406
