type_of_order,order_no,account_no,sec_symbol,trading_datetime,trading_unit,trading_price,trading_amt
BUY,ORD0000023,ACC149,PTTEP,2025-06-06 19:44:51.603794,3900,153.63,599157.0
BUY,ORD0000024,ACC096,SCB,2025-06-06 21:05:40.603794,5700,90.52,515964.0
BUY,ORD0000025,ACC026,BDMS,2025-06-06 19:47:36.603794,4500,21.61,97245.0
BUY,ORD0000026,ACC158,KBANK,2025-06-06 22:13:48.603794,500,139.72,69860.0
BUY,ORD0000027,ACC041,SCC,2025-06-06 17:39:53.603794,5100,331.36,1689936.0
BUY,ORD0000028,ACC160,SCC,2025-06-06 21:43:41.603794,8700,333.29,2899623.0
BUY,ORD0000029,ACC196,SCB,2025-06-06 20:53:51.603794,2900,113.6,329440.0
BUY,ORD0000030,ACC057,SCB,2025-06-06 19:05:43.603794,7100,94.01,667471.0
BUY,ORD0000031,ACC199,SCC,2025-06-06 18:43:25.603794,4200,277.6,1165920.0
BUY,ORD0000032,ACC100,AOT,2025-06-06 15:51:46.603794,2200,66.62,146564.0
BUY,ORD0000033,ACC116,SCC,2025-06-06 17:16:52.603794,800,277.82,222256.0
BUY,ORD0000034,ACC050,SCB,2025-06-06 21:01:33.603794,5400,100.57,543078.0
BUY,ORD0000035,ACC095,TRUE,2025-06-06 20:58:35.603794,4800,5.63,27024.0
BUY,ORD0000036,ACC200,SCB,2025-06-06 19:53:40.603794,2500,100.34,250850.0
BUY,ORD0000037,ACC089,SCC,2025-06-06 23:03:10.603794,4200,251.74,1057308.0
BUY,ORD0000038,ACC161,KBANK,2025-06-06 20:51:42.603794,9200,142.21,1308332.0
BUY,ORD0000039,ACC153,GULF,2025-06-06 15:30:43.603794,5600,35.15,196840.0
BUY,ORD0000040,ACC117,KBANK,2025-06-06 19:52:17.603794,4700,125.76,591072.0
BUY,ORD0000041,ACC107,BDMS,2025-06-06 16:03:16.603794,700,22.1,15470.0
BUY,ORD0000042,ACC174,SCC,2025-06-06 18:50:27.603794,4000,260.05,1040200.0
BUY,ORD0000043,ACC023,SCB,2025-06-06 18:10:38.603794,2400,109.21,262104.0
BUY,ORD0000044,ACC077,SCB,2025-06-06 21:37:12.603794,2300,118.26,271998.0
BUY,ORD0000045,ACC113,GULF,2025-06-06 21:27:30.603794,1500,40.22,60330.0
BUY,ORD0000046,ACC066,TRUE,2025-06-06 19:42:18.603794,4900,5.49,26901.0
BUY,ORD0000047,ACC039,SCB,2025-06-06 22:50:14.603794,9400,106.83,1004202.0
BUY,ORD0000048,ACC193,BDMS,2025-06-06 16:19:45.603794,6000,23.52,141120.0
BUY,ORD0000049,ACC023,ADVANC,2025-06-06 16:40:39.603794,6900,189.1,1304790.0
BUY,ORD0000050,ACC156,CPALL,2025-06-06 16:52:35.603794,3300,67.24,221892.0
BUY,ORD0000051,ACC150,BDMS,2025-06-06 21:58:55.603794,1400,29.41,41174.0
BUY,ORD0000052,ACC173,KBANK,2025-06-06 15:21:45.603794,1700,144.66,245922.0
BUY,ORD0000053,ACC001,SCB,2025-06-06 19:43:26.603794,2100,102.29,214809.0
BUY,ORD0000054,ACC171,SCC,2025-06-06 19:23:22.603794,7700,320.21,2465617.0
BUY,ORD0000055,ACC162,PTTEP,2025-06-06 17:20:31.603794,8800,155.38,1367344.0
BUY,ORD0000056,ACC029,SCB,2025-06-06 16:47:01.603794,6300,102.41,645183.0
BUY,ORD0000057,ACC063,BDMS,2025-06-06 23:14:53.603794,2000,28.65,57300.0
BUY,ORD0000058,ACC090,PTTEP,2025-06-06 17:11:37.603794,5600,159.03,890568.0
BUY,ORD0000059,ACC115,SCC,2025-06-06 21:54:07.603794,1100,319.14,351054.0
BUY,ORD0000060,ACC022,KBANK,2025-06-06 16:34:50.603794,9000,132.51,1192590.0
BUY,ORD0000061,ACC047,SCC,2025-06-06 17:20:09.603794,3000,299.31,897930.0
BUY,ORD0000062,ACC021,SCC,2025-06-06 18:42:15.603794,4300,261.71,1125353.0
BUY,ORD0000063,ACC029,AOT,2025-06-06 23:15:32.603794,1800,72.21,129978.0
BUY,ORD0000064,ACC122,SCB,2025-06-06 21:03:30.603794,4600,96.34,443164.0
BUY,ORD0000065,ACC182,ADVANC,2025-06-06 22:13:38.603794,8100,243.89,1975509.0
BUY,ORD0000066,ACC052,PTTEP,2025-06-06 22:56:47.603794,9400,124.37,1169078.0
BUY,ORD0000067,ACC093,AOT,2025-06-06 16:34:09.603794,1900,50.07,95133.0
BUY,ORD0000068,ACC080,CPALL,2025-06-06 20:42:57.603794,3700,56.65,209605.0
BUY,ORD0000069,ACC073,AOT,2025-06-06 16:17:53.603794,3000,56.38,169140.0
BUY,ORD0000070,ACC005,ADVANC,2025-06-06 20:12:11.603794,7000,241.6,1691200.0
BUY,ORD0000071,ACC007,SCB,2025-06-06 21:40:56.603794,1800,93.07,167526.0
BUY,ORD0000072,ACC195,KBANK,2025-06-06 16:35:57.603794,7900,122.96,971384.0
BUY,ORD0000073,ACC129,GULF,2025-06-06 17:45:05.603794,2500,47.06,117650.0
BUY,ORD0000074,ACC064,ADVANC,2025-06-06 16:03:47.603794,1900,237.73,451687.0
BUY,ORD0000075,ACC025,GULF,2025-06-06 19:12:17.603794,9300,46.19,429567.0
BUY,ORD0000076,ACC179,PTTEP,2025-06-06 20:31:05.603794,1900,123.4,234460.0
BUY,ORD0000077,ACC084,SCB,2025-06-06 16:56:29.603794,9600,118.55,1138080.0
BUY,ORD0000078,ACC163,AOT,2025-06-06 18:33:51.603794,5300,70.47,373491.0
BUY,ORD0000079,ACC164,KBANK,2025-06-06 22:28:41.603794,3100,145.48,450988.0
BUY,ORD0000080,ACC126,SCC,2025-06-07 21:12:18.603794,8500,296.35,2518975.0
BUY,ORD0000081,ACC150,PTTEP,2025-06-07 17:22:00.603794,6700,129.43,867181.0
BUY,ORD0000082,ACC052,AOT,2025-06-07 21:27:01.603794,9400,61.67,579698.0
BUY,ORD0000083,ACC190,AOT,2025-06-07 19:20:44.603794,8700,63.4,551580.0
BUY,ORD0000084,ACC186,SCC,2025-06-07 21:13:13.603794,900,256.39,230751.0
BUY,ORD0000085,ACC108,BDMS,2025-06-07 18:50:24.603794,700,25.64,17948.0
BUY,ORD0000086,ACC019,SCB,2025-06-07 17:23:25.603794,3000,100.31,300930.0
BUY,ORD0000087,ACC175,TRUE,2025-06-07 18:47:32.603794,7000,7.59,53130.0
BUY,ORD0000088,ACC155,CPALL,2025-06-07 21:24:25.603794,2600,63.45,164970.0
BUY,ORD0000089,ACC064,SCC,2025-06-07 15:38:22.603794,9700,301.06,2920282.0
BUY,ORD0000090,ACC154,AOT,2025-06-07 17:33:39.603794,6500,75.11,488215.0
BUY,ORD0000091,ACC082,AOT,2025-06-07 17:04:30.603794,300,58.24,17472.0
BUY,ORD0000092,ACC169,ADVANC,2025-06-07 18:31:03.603794,2100,237.95,499695.0
BUY,ORD0000093,ACC001,TRUE,2025-06-07 16:15:12.603794,6600,6.03,39798.0
BUY,ORD0000094,ACC173,PTTEP,2025-06-07 16:10:57.603794,1800,149.71,269478.0
BUY,ORD0000095,ACC195,AOT,2025-06-07 17:35:07.603794,1800,73.41,132138.0
BUY,ORD0000096,ACC198,AOT,2025-06-07 18:07:10.603794,7800,51.43,401154.0
BUY,ORD0000097,ACC147,AOT,2025-06-07 20:59:18.603794,9200,54.9,505080.0
BUY,ORD0000098,ACC033,SCC,2025-06-07 18:16:56.603794,8800,332.44,2925472.0
BUY,ORD0000099,ACC181,CPALL,2025-06-07 19:10:50.603794,2700,51.79,139833.0
BUY,ORD0000100,ACC160,SCB,2025-06-07 15:41:45.603794,3000,93.73,281190.0
BUY,ORD0000101,ACC117,ADVANC,2025-06-07 21:20:11.603794,9300,232.85,2165505.0
BUY,ORD0000102,ACC057,GULF,2025-06-07 16:18:42.603794,9000,41.76,375840.0
BUY,ORD0000103,ACC095,PTTEP,2025-06-07 19:14:41.603794,7100,150.3,1067130.0
BUY,ORD0000104,ACC114,KBANK,2025-06-07 17:18:08.603794,9800,147.22,1442756.0
BUY,ORD0000105,ACC041,AOT,2025-06-07 15:23:38.603794,3600,77.59,279324.0
BUY,ORD0000106,ACC043,AOT,2025-06-07 23:04:35.603794,6800,66.21,450228.0
BUY,ORD0000107,ACC085,ADVANC,2025-06-07 21:16:00.603794,1800,226.13,407034.0
BUY,ORD0000108,ACC039,PTTEP,2025-06-07 19:47:05.603794,8700,121.81,1059747.0
BUY,ORD0000109,ACC031,ADVANC,2025-06-07 17:07:53.603794,5400,213.43,1152522.0
BUY,ORD0000110,ACC132,KBANK,2025-06-07 16:39:21.603794,9700,134.39,1303583.0
BUY,ORD0000111,ACC197,TRUE,2025-06-07 20:33:44.603794,4300,5.9,25370.0
BUY,ORD0000112,ACC196,SCB,2025-06-07 15:57:10.603794,7400,93.98,695452.0
BUY,ORD0000113,ACC031,SCC,2025-06-07 19:33:09.603794,500,334.86,167430.0
BUY,ORD0000114,ACC141,ADVANC,2025-06-07 17:06:57.603794,8500,187.03,1589755.0
BUY,ORD0000115,ACC077,GULF,2025-06-07 17:10:16.603794,9900,43.51,430749.0
BUY,ORD0000116,ACC093,AOT,2025-06-07 21:41:24.603794,6500,69.09,449085.0
BUY,ORD0000117,ACC169,SCC,2025-06-07 18:40:08.603794,1100,282.49,310739.0
BUY,ORD0000118,ACC135,SCB,2025-06-07 21:49:13.603794,6200,106.65,661230.0
BUY,ORD0000119,ACC098,SCB,2025-06-07 18:34:52.603794,8900,103.27,919103.0
BUY,ORD0000120,ACC079,SCB,2025-06-07 19:23:18.603794,1300,97.4,126620.0
BUY,ORD0000121,ACC011,SCC,2025-06-07 17:29:36.603794,300,271.14,81342.0
BUY,ORD0000122,ACC022,PTTEP,2025-06-07 21:15:46.603794,4300,138.06,593658.0
BUY,ORD0000123,ACC191,BDMS,2025-06-07 16:04:26.603794,2600,20.15,52390.0
BUY,ORD0000124,ACC168,PTTEP,2025-06-07 18:52:13.603794,4200,153.71,645582.0
BUY,ORD0000125,ACC136,AOT,2025-06-07 20:43:41.603794,9700,61.72,598684.0
BUY,ORD0000126,ACC101,SCC,2025-06-07 15:38:22.603794,1000,327.7,327700.0
BUY,ORD0000127,ACC061,AOT,2025-06-07 19:13:01.603794,3800,51.41,195358.0
BUY,ORD0000128,ACC142,KBANK,2025-06-07 22:22:04.603794,1900,120.82,229558.0
BUY,ORD0000129,ACC045,SCC,2025-06-07 20:11:25.603794,2500,282.27,705675.0
BUY,ORD0000130,ACC009,SCC,2025-06-07 22:26:47.603794,9400,327.71,3080474.0
BUY,ORD0000131,ACC177,PTTEP,2025-06-07 18:48:36.603794,3600,132.65,477540.0
BUY,ORD0000132,ACC142,SCB,2025-06-07 22:39:42.603794,6200,101.85,631470.0
BUY,ORD0000133,ACC169,PTTEP,2025-06-07 22:53:09.603794,800,141.05,112840.0
BUY,ORD0000134,ACC147,BDMS,2025-06-08 17:06:50.603794,1100,26.86,29546.0
BUY,ORD0000135,ACC003,KBANK,2025-06-08 15:27:31.603794,500,134.13,67065.0
BUY,ORD0000136,ACC142,ADVANC,2025-06-08 16:55:21.603794,5000,234.81,1174050.0
BUY,ORD0000137,ACC182,CPALL,2025-06-08 18:17:41.603794,2100,52.3,109830.0
BUY,ORD0000138,ACC130,PTTEP,2025-06-08 20:05:32.603794,5200,127.77,664404.0
BUY,ORD0000139,ACC168,SCC,2025-06-08 15:43:45.603794,7500,273.88,2054100.0
BUY,ORD0000140,ACC091,SCC,2025-06-08 18:45:57.603794,4200,310.04,1302168.0
BUY,ORD0000141,ACC042,GULF,2025-06-08 22:49:13.603794,3000,40.53,121590.0
BUY,ORD0000142,ACC103,KBANK,2025-06-08 19:12:41.603794,1800,136.49,245682.0
BUY,ORD0000143,ACC017,SCC,2025-06-08 23:15:39.603794,6000,323.7,1942200.0
BUY,ORD0000144,ACC092,SCC,2025-06-08 22:21:01.603794,4300,329.24,1415732.0
BUY,ORD0000145,ACC044,CPALL,2025-06-08 18:38:12.603794,5200,64.45,335140.0
BUY,ORD0000146,ACC088,SCC,2025-06-08 20:20:48.603794,7300,347.65,2537845.0
BUY,ORD0000147,ACC055,KBANK,2025-06-08 19:35:01.603794,6700,145.69,976123.0
BUY,ORD0000148,ACC045,CPALL,2025-06-08 21:14:37.603794,8500,66.98,569330.0
BUY,ORD0000149,ACC088,ADVANC,2025-06-08 15:28:42.603794,6300,206.91,1303533.0
BUY,ORD0000150,ACC047,BDMS,2025-06-08 18:59:33.603794,300,22.28,6684.0
BUY,ORD0000151,ACC167,SCC,2025-06-08 23:00:46.603794,2100,290.78,610638.0
BUY,ORD0000152,ACC024,PTTEP,2025-06-08 21:30:03.603794,7300,153.16,1118068.0
BUY,ORD0000153,ACC180,ADVANC,2025-06-08 20:43:55.603794,8100,187.99,1522719.0
BUY,ORD0000154,ACC123,PTTEP,2025-06-08 16:23:30.603794,3900,144.1,561990.0
BUY,ORD0000155,ACC053,GULF,2025-06-08 15:27:47.603794,5300,45.92,243376.0
BUY,ORD0000156,ACC193,TRUE,2025-06-08 19:33:42.603794,6500,7.0,45500.0
BUY,ORD0000157,ACC063,TRUE,2025-06-08 17:25:09.603794,4900,5.45,26705.0
BUY,ORD0000158,ACC028,GULF,2025-06-08 19:43:30.603794,700,37.15,26005.0
BUY,ORD0000159,ACC165,TRUE,2025-06-08 16:13:05.603794,400,7.8,3120.0
BUY,ORD0000160,ACC004,KBANK,2025-06-08 17:12:30.603794,3200,120.08,384256.0
BUY,ORD0000161,ACC020,KBANK,2025-06-08 16:09:30.603794,4700,125.37,589239.0
BUY,ORD0000162,ACC125,KBANK,2025-06-08 17:48:18.603794,800,123.23,98584.0
BUY,ORD0000163,ACC028,SCB,2025-06-08 23:06:21.603794,9800,101.31,992838.0
BUY,ORD0000164,ACC118,SCC,2025-06-08 22:43:17.603794,800,278.34,222672.0
BUY,ORD0000165,ACC071,SCB,2025-06-08 17:03:36.603794,7600,118.48,900448.0
BUY,ORD0000166,ACC047,AOT,2025-06-08 22:27:09.603794,800,59.66,47728.0
BUY,ORD0000167,ACC065,KBANK,2025-06-08 20:40:06.603794,9300,139.03,1292979.0
BUY,ORD0000168,ACC199,BDMS,2025-06-08 18:23:38.603794,1700,22.9,38930.0
BUY,ORD0000169,ACC098,SCC,2025-06-08 23:08:34.603794,8900,314.42,2798338.0
BUY,ORD0000170,ACC178,PTTEP,2025-06-08 19:20:24.603794,6700,144.37,967279.0
BUY,ORD0000171,ACC048,PTTEP,2025-06-08 20:09:58.603794,300,146.93,44079.0
BUY,ORD0000172,ACC173,KBANK,2025-06-08 17:49:41.603794,1700,145.39,247163.0
BUY,ORD0000173,ACC060,TRUE,2025-06-08 16:54:59.603794,1500,6.53,9795.0
BUY,ORD0000174,ACC008,AOT,2025-06-08 18:41:15.603794,8700,66.53,578811.0
BUY,ORD0000175,ACC195,KBANK,2025-06-08 16:30:59.603794,7100,132.61,941531.0
BUY,ORD0000176,ACC003,GULF,2025-06-08 17:46:11.603794,8300,49.08,407364.0
BUY,ORD0000177,ACC084,TRUE,2025-06-08 22:17:30.603794,1800,6.58,11844.0
BUY,ORD0000178,ACC055,GULF,2025-06-08 22:41:53.603794,9600,35.42,340032.0
BUY,ORD0000179,ACC029,GULF,2025-06-08 22:00:21.603794,1000,47.56,47560.0
BUY,ORD0000180,ACC120,SCB,2025-06-08 18:39:08.603794,7800,118.81,926718.0
BUY,ORD0000181,ACC152,ADVANC,2025-06-08 15:35:45.603794,7700,204.68,1576036.0
BUY,ORD0000182,ACC170,SCC,2025-06-08 17:59:49.603794,2000,338.44,676880.0
BUY,ORD0000183,ACC174,KBANK,2025-06-08 21:02:15.603794,7800,134.52,1049256.0
BUY,ORD0000184,ACC174,ADVANC,2025-06-08 16:09:23.603794,1200,232.76,279312.0
BUY,ORD0000185,ACC040,TRUE,2025-06-08 20:51:29.603794,1800,5.45,9810.0
BUY,ORD0000186,ACC119,PTTEP,2025-06-08 21:58:55.603794,6100,123.32,752252.0
BUY,ORD0000187,ACC040,AOT,2025-06-08 21:30:51.603794,9400,59.24,556856.0
BUY,ORD0000188,ACC130,BDMS,2025-06-08 20:50:05.603794,7000,26.65,186550.0
BUY,ORD0000189,ACC109,CPALL,2025-06-08 16:30:15.603794,2900,61.84,179336.0
BUY,ORD0000190,ACC033,SCB,2025-06-08 18:23:52.603794,1500,119.75,179625.0
BUY,ORD0000191,ACC102,ADVANC,2025-06-08 17:25:10.603794,3200,224.4,718080.0
BUY,ORD0000192,ACC128,AOT,2025-06-08 16:22:49.603794,3400,61.2,208080.0
BUY,ORD0000193,ACC004,ADVANC,2025-06-08 17:20:16.603794,4700,192.22,903434.0
BUY,ORD0000194,ACC173,ADVANC,2025-06-08 16:40:56.603794,7300,207.89,1517597.0
BUY,ORD0000195,ACC097,KBANK,2025-06-08 21:14:46.603794,6200,130.62,809844.0
BUY,ORD0000196,ACC173,TRUE,2025-06-08 17:55:31.603794,5400,6.65,35910.0
BUY,ORD0000197,ACC142,TRUE,2025-06-08 22:56:23.603794,2300,6.0,13800.0
BUY,ORD0000198,ACC087,SCC,2025-06-08 22:16:19.603794,2900,330.69,959001.0
BUY,ORD0000199,ACC025,AOT,2025-06-08 23:12:16.603794,9200,70.1,644920.0
SELL,ORD0000200,ACC168,SCC,2025-06-08 21:54:49.603794,3200,287.4,919680.0
BUY,ORD0000201,ACC061,TRUE,2025-06-08 20:18:57.603794,8500,5.57,47345.0
BUY,ORD0000202,ACC135,KBANK,2025-06-08 17:10:53.603794,3200,127.0,406400.0
BUY,ORD0000203,ACC172,GULF,2025-06-08 20:09:54.603794,5700,37.58,214206.0
BUY,ORD0000204,ACC191,SCC,2025-06-08 19:38:17.603794,5400,271.14,1464156.0
BUY,ORD0000205,ACC186,SCB,2025-06-08 19:06:32.603794,4700,105.11,494017.0
BUY,ORD0000206,ACC132,TRUE,2025-06-08 18:29:45.603794,1900,7.33,13927.0
BUY,ORD0000207,ACC107,CPALL,2025-06-08 20:37:31.603794,5300,60.92,322876.0
BUY,ORD0000208,ACC173,SCB,2025-06-08 23:03:30.603794,9800,104.7,1026060.0
BUY,ORD0000209,ACC085,GULF,2025-06-08 18:02:21.603794,3300,47.39,156387.0
BUY,ORD0000210,ACC052,BDMS,2025-06-08 18:27:41.603794,2600,26.39,68614.0
BUY,ORD0000211,ACC160,BDMS,2025-06-08 22:38:51.603794,8800,29.25,257400.0
BUY,ORD0000212,ACC124,SCB,2025-06-08 22:33:06.603794,3700,105.54,390498.0
BUY,ORD0000213,ACC079,AOT,2025-06-08 21:46:42.603794,8300,62.26,516758.0
BUY,ORD0000214,ACC187,GULF,2025-06-08 22:08:04.603794,2500,37.53,93825.0
BUY,ORD0000215,ACC131,TRUE,2025-06-08 22:39:33.603794,8000,7.67,61360.0
BUY,ORD0000216,ACC169,BDMS,2025-06-08 22:04:27.603794,8700,22.79,198273.0
BUY,ORD0000217,ACC008,AOT,2025-06-08 22:47:12.603794,6000,69.47,416820.0
BUY,ORD0000218,ACC181,SCB,2025-06-08 19:37:49.603794,8700,118.74,1033038.0
BUY,ORD0000219,ACC132,GULF,2025-06-08 17:48:31.603794,6900,46.9,323610.0
BUY,ORD0000220,ACC086,TRUE,2025-06-08 18:37:57.603794,8400,5.88,49392.0
BUY,ORD0000221,ACC028,ADVANC,2025-06-08 20:47:51.603794,4900,217.41,1065309.0
SELL,ORD0000222,ACC086,TRUE,2025-06-08 15:39:34.603794,4000,6.87,27480.0
BUY,ORD0000223,ACC055,ADVANC,2025-06-08 22:15:17.603794,600,239.06,143436.0
BUY,ORD0000224,ACC027,TRUE,2025-06-08 20:58:00.603794,8100,7.38,59778.0
BUY,ORD0000225,ACC135,ADVANC,2025-06-08 16:50:42.603794,2000,220.88,441760.0
BUY,ORD0000226,ACC009,GULF,2025-06-08 22:18:31.603794,1800,36.49,65682.0
BUY,ORD0000227,ACC151,SCC,2025-06-08 21:32:31.603794,9100,259.37,2360267.0
BUY,ORD0000228,ACC160,PTTEP,2025-06-08 16:13:47.603794,300,141.5,42450.0
BUY,ORD0000229,ACC033,SCB,2025-06-08 18:16:40.603794,1600,92.67,148272.0
BUY,ORD0000230,ACC161,AOT,2025-06-08 19:24:01.603794,5700,68.17,388569.0
BUY,ORD0000231,ACC058,KBANK,2025-06-08 22:20:20.603794,3100,126.55,392305.0
BUY,ORD0000232,ACC005,ADVANC,2025-06-08 21:19:34.603794,1300,220.17,286221.0
BUY,ORD0000233,ACC065,BDMS,2025-06-08 23:16:23.603794,2300,28.53,65619.0
BUY,ORD0000234,ACC162,AOT,2025-06-08 16:57:11.603794,5700,53.98,307686.0
BUY,ORD0000235,ACC109,SCB,2025-06-08 22:20:23.603794,4500,90.03,405135.0
BUY,ORD0000236,ACC165,GULF,2025-06-08 18:26:20.603794,7100,45.77,324967.0
BUY,ORD0000237,ACC195,ADVANC,2025-06-08 21:38:05.603794,3000,187.48,562440.0
BUY,ORD0000238,ACC126,TRUE,2025-06-08 16:35:04.603794,4600,7.52,34592.0
BUY,ORD0000239,ACC055,TRUE,2025-06-08 17:21:29.603794,8100,5.23,42363.0
BUY,ORD0000240,ACC032,GULF,2025-06-08 17:41:28.603794,7000,41.83,292810.0
BUY,ORD0000241,ACC059,SCB,2025-06-08 21:00:39.603794,4900,98.12,480788.0
SELL,ORD0000242,ACC160,BDMS,2025-06-08 19:36:44.603794,300,20.35,6105.0
BUY,ORD0000243,ACC027,AOT,2025-06-08 18:38:45.603794,9600,52.4,503040.0
BUY,ORD0000244,ACC044,BDMS,2025-06-08 16:06:00.603794,4500,26.01,117045.0
BUY,ORD0000245,ACC189,SCC,2025-06-08 19:57:01.603794,5600,285.88,1600928.0
BUY,ORD0000246,ACC200,CPALL,2025-06-08 19:24:54.603794,8500,52.91,449735.0
BUY,ORD0000247,ACC149,KBANK,2025-06-08 18:33:13.603794,9900,135.91,1345509.0
BUY,ORD0000248,ACC148,GULF,2025-06-08 18:35:22.603794,6800,36.4,247520.0
BUY,ORD0000249,ACC096,AOT,2025-06-08 22:21:06.603794,1400,58.63,82082.0
BUY,ORD0000250,ACC145,ADVANC,2025-06-08 19:25:15.603794,2100,183.76,385896.0
BUY,ORD0000251,ACC144,SCB,2025-06-08 19:10:56.603794,5500,94.39,519145.0
BUY,ORD0000252,ACC106,SCB,2025-06-08 15:33:43.603794,2600,114.73,298298.0
BUY,ORD0000253,ACC111,SCC,2025-06-08 18:45:46.603794,3300,292.89,966537.0
BUY,ORD0000254,ACC140,ADVANC,2025-06-08 21:15:20.603794,7300,236.15,1723895.0
BUY,ORD0000255,ACC120,BDMS,2025-06-08 17:52:56.603794,2800,24.58,68824.0
BUY,ORD0000256,ACC141,BDMS,2025-06-08 23:07:27.603794,3300,20.59,67947.0
BUY,ORD0000257,ACC149,SCC,2025-06-08 20:34:55.603794,2900,296.98,861242.0
BUY,ORD0000258,ACC127,SCB,2025-06-08 17:27:53.603794,2700,106.78,288306.0
BUY,ORD0000259,ACC116,GULF,2025-06-08 17:23:03.603794,3800,36.75,139650.0
BUY,ORD0000260,ACC183,BDMS,2025-06-08 23:06:08.603794,3900,29.21,113919.0
BUY,ORD0000261,ACC061,ADVANC,2025-06-08 18:50:15.603794,1000,236.38,236380.0
BUY,ORD0000262,ACC064,KBANK,2025-06-08 17:06:59.603794,9900,135.81,1344519.0
BUY,ORD0000263,ACC153,KBANK,2025-06-08 15:25:26.603794,9900,141.98,1405602.0
BUY,ORD0000264,ACC005,CPALL,2025-06-08 18:12:42.603794,8700,51.41,447267.0
BUY,ORD0000265,ACC014,ADVANC,2025-06-08 19:56:31.603794,5700,184.41,1051137.0
BUY,ORD0000266,ACC121,PTTEP,2025-06-08 20:54:00.603794,5100,123.57,630207.0
BUY,ORD0000267,ACC113,KBANK,2025-06-08 18:26:39.603794,5300,131.96,699388.0
BUY,ORD0000268,ACC035,SCB,2025-06-08 16:03:34.603794,100,102.71,10271.0
BUY,ORD0000269,ACC160,PTTEP,2025-06-08 22:01:24.603794,5200,156.18,812136.0
BUY,ORD0000270,ACC028,CPALL,2025-06-08 20:16:09.603794,9000,56.11,504990.0
BUY,ORD0000271,ACC165,CPALL,2025-06-08 20:20:24.603794,6400,63.58,406912.0
BUY,ORD0000272,ACC062,TRUE,2025-06-08 16:30:09.603794,4500,6.82,30690.0
BUY,ORD0000273,ACC097,GULF,2025-06-08 16:49:34.603794,6600,39.96,263736.0
BUY,ORD0000274,ACC106,SCC,2025-06-08 19:23:03.603794,2200,332.63,731786.0
BUY,ORD0000275,ACC162,CPALL,2025-06-08 19:02:21.603794,4800,51.16,245568.0
BUY,ORD0000276,ACC001,SCC,2025-06-08 20:01:55.603794,9500,341.53,3244535.0
BUY,ORD0000277,ACC114,SCB,2025-06-08 18:59:12.603794,5300,91.17,483201.0
BUY,ORD0000278,ACC150,TRUE,2025-06-08 16:55:15.603794,9600,7.97,76512.0
BUY,ORD0000279,ACC095,CPALL,2025-06-08 22:58:34.603794,700,57.42,40194.0
BUY,ORD0000280,ACC030,KBANK,2025-06-09 19:20:28.603794,4300,125.06,537758.0
BUY,ORD0000281,ACC060,TRUE,2025-06-09 20:53:11.603794,9200,6.16,56672.0
BUY,ORD0000282,ACC063,PTTEP,2025-06-09 19:05:03.603794,3800,154.05,585390.0
BUY,ORD0000283,ACC076,BDMS,2025-06-09 19:17:16.603794,1600,29.54,47264.0
BUY,ORD0000284,ACC052,PTTEP,2025-06-09 18:07:50.603794,3200,123.03,393696.0
